SiteId,Treatment,N applied,N applications,N type,StartYr,EndYr,Annual.n2o,cumulative.n2o,Cumulative.start,Cumulative.end,crop.n2o,crop,Sample.method,Sample.number,sample.period,StartDate,EndDate,gapfilling.method,gapfilling.method.notes
Oates_KBS_2015,G4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oates_KBS_2015,G5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oates_KBS_2015,G6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oates_KBS_2015,G7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oates_KBS_2015,G8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oates_KBS_2015,G9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oates_KBS_2015,G10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NDMAGWP,CWP,45,NA,NA,2003,2006,2.9,8.6,NA,NA,NA,pasture,static chamber,20,NA,10/21/2003,10/24/2006,NA,no info in paper
NDMAGWP,HGP,0,NA,NA,2003,2006,1,3.1,NA,NA,NA,pasture,static chamber,20,NA,10/21/2003,10/24/2006,NA,right is grazing days
NDMAGWP,MGP,0,NA,NA,2003,2006,1.1,3.3,NA,NA,NA,pasture,static chamber,20,NA,10/21/2003,10/24/2006,NA,NA
NDMAHGPE,control,0,NA,NA,2005,2005,NA,NA,NA,NA,NA,pasture,static chamber,NA,43,7/13/2005,8/25/2005,NA,no emission data
NDMAHGPE,NH4NO3,336,NA,NH4NO3,2005,2005,NA,NA,NA,NA,NA,pasture,static chamber,NA,43,7/13/2005,8/25/2005,NA,NA
NDMAHGPE,Urine,336,NA,Urine,2005,2005,NA,NA,NA,NA,NA,pasture,static chamber,NA,43,7/13/2005,8/25/2005,NA,NA
NDMAHGPE,Tannin_urine,336,NA,Tannin urine,2005,2005,NA,NA,NA,NA,NA,pasture,static chamber,NA,43,7/13/2005,8/25/2005,NA,NA
NDMASQMF,Fallow,101,NA,NA,NA,NA,NA,1.8,NA,NA,NA,fallow,static chamber,NA,566,10/18/2006,5/6/2008,NA,NA
NDMASQMF,SR,101,NA,NA,NA,NA,NA,1.8,NA,NA,NA,fallow,static chamber,NA,566,10/18/2006,5/6/2008,NA,NA
MTSIFERE,CHEM_CA,NA,NA,NA,2010,2010,0.84,NA,NA,NA,NA,alfalfa,static chamber,NA,NA,NA,NA,linear,May-Oct
MTSIFERE,CHEM_CA,NA,NA,NA,2011,2011,0.42,NA,NA,NA,NA,alfalfa,static chamber,NA,NA,NA,NA,linear,NA
MTSIFERE,CHEM_CSW,202,NA,Urea,2010,2010,4.11,NA,NA,NA,NA,spring wheat,static chamber,NA,NA,NA,NA,linear,NA
MTSIFERE,CHEM_CSW,202,NA,Urea,2011,2011,0.79,NA,NA,NA,NA,spring wheat,static chamber,NA,NA,NA,NA,linear,NA
MTSIFERE,CHEM_WP/BF,252,NA,Urea,2010,2010,1.62,NA,NA,NA,NA,spring wheat-pea/barley hay,static chamber,NA,NA,NA,NA,linear,NA
MTSIFERE,CHEM_WP/BF,134,NA,Urea,2011,2011,0.51,NA,NA,NA,NA,pea/barley hay-fallow,static chamber,NA,NA,NA,NA,linear,NA
MTSIFERE,GRAZ_CA,NA,NA,NA,2010,2010,3.14,NA,NA,NA,NA,alfalfa,static chamber,NA,NA,NA,NA,linear,NA
MTSIFERE,GRAZ_CA,NA,NA,NA,2011,2011,0.39,NA,NA,NA,NA,alfalfa,static chamber,NA,NA,NA,NA,linear,NA
MTSIFERE,GRAZ_CSW,202,NA,Urea,2010,2010,3.92,NA,NA,NA,NA,spring wheat,static chamber,NA,NA,NA,NA,linear,NA
MTSIFERE,GRAZ_CSW,202,NA,Urea,2011,2011,1.35,NA,NA,NA,NA,spring wheat,static chamber,NA,NA,NA,NA,linear,NA
MTSIFERE,GRAZ_WP/BF,252,NA,Urea,2010,2010,1.92,NA,NA,NA,NA,spring wheat-pea/barley hay,static chamber,NA,NA,NA,NA,linear,NA
MTSIFERE,GRAZ_WP/BF,134,NA,Urea,2011,2011,0.74,NA,NA,NA,NA,pea/barley hay-fallow,static chamber,NA,NA,NA,NA,linear,NA
MTSINVND,irrigated_CTBN,134,NA,Urea,2008,2008,NA,NA,NA,NA,NA,malt barley,static vented chamber,NA,NA,NA,NA,linear,NA
MTSINVND,irrigated_CTBN,134,NA,Urea,2009,2009,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,irrigated_CTBN,134,NA,Urea,2010,2010,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,irrigated_CTBN,134,NA,Urea,2011,2011,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,irrigated_CTBO,0,NA,Urea,2008,2008,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,irrigated_CTBO,0,NA,Urea,2009,2009,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,irrigated_CTBO,0,NA,Urea,2010,2010,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,irrigated_CTBO,0,NA,Urea,2011,2011,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,irrigated_NTB-P,134,NA,Urea,2008,2008,NA,NA,NA,NA,NA,malt barley–pea,NA,NA,NA,NA,NA,NA,NA
MTSINVND,irrigated_NTB-P,134,NA,Urea,2009,2009,NA,NA,NA,NA,NA,malt barley–pea,NA,NA,NA,NA,NA,NA,NA
MTSINVND,irrigated_NTB-P,134,NA,Urea,2010,2010,NA,NA,NA,NA,NA,malt barley–pea,NA,NA,NA,NA,NA,NA,NA
MTSINVND,irrigated_NTB-P,134,NA,Urea,2011,2011,NA,NA,NA,NA,NA,malt barley–pea,NA,NA,NA,NA,NA,NA,NA
MTSINVND,irrigated_NTBN,134,NA,Urea,2008,2008,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,irrigated_NTBN,134,NA,Urea,2009,2009,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,irrigated_NTBN,134,NA,Urea,2010,2010,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,irrigated_NTBN,134,NA,Urea,2011,2011,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,irrigated_NTBO,0,NA,Urea,2008,2008,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,irrigated_NTBO,0,NA,Urea,2009,2009,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,irrigated_NTBO,0,NA,Urea,2010,2010,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,irrigated_NTBO,0,NA,Urea,2011,2011,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,nonirrigated_CTBN,67,NA,Urea,2008,2008,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,nonirrigated_CTBN,67,NA,Urea,2009,2009,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,nonirrigated_CTBN,67,NA,Urea,2010,2010,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,nonirrigated_CTBN,67,NA,Urea,2011,2011,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,nonirrigated_CTBO,0,NA,Urea,2008,2008,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,nonirrigated_CTBO,0,NA,Urea,2009,2009,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,nonirrigated_CTBO,0,NA,Urea,2010,2010,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,nonirrigated_CTBO,0,NA,Urea,2011,2011,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,nonirrigated_NTB-P,67,NA,Urea,2008,2008,NA,NA,NA,NA,NA,malt barley–pea,NA,NA,NA,NA,NA,NA,NA
MTSINVND,nonirrigated_NTB-P,67,NA,Urea,2009,2009,NA,NA,NA,NA,NA,malt barley–pea,NA,NA,NA,NA,NA,NA,NA
MTSINVND,nonirrigated_NTB-P,67,NA,Urea,2010,2010,NA,NA,NA,NA,NA,malt barley–pea,NA,NA,NA,NA,NA,NA,NA
MTSINVND,nonirrigated_NTB-P,67,NA,Urea,2011,2011,NA,NA,NA,NA,NA,malt barley–pea,NA,NA,NA,NA,NA,NA,NA
MTSINVND,nonirrigated_NTBN,67,NA,Urea,2008,2008,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,nonirrigated_NTBN,67,NA,Urea,2009,2009,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,nonirrigated_NTBN,67,NA,Urea,2010,2010,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,nonirrigated_NTBN,67,NA,Urea,2011,2011,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,nonirrigated_NTBO,0,NA,Urea,2008,2008,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,nonirrigated_NTBO,0,NA,Urea,2009,2009,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,nonirrigated_NTBO,0,NA,Urea,2010,2010,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSINVND,nonirrigated_NTBO,0,NA,Urea,2011,2011,NA,NA,NA,NA,NA,malt barley,NA,NA,NA,NA,NA,NA,NA
MTSIASRU,NTCB_0N,NA,NA,NA,2008,2011,NA,0.285,7/21/2008,11/9/2011,NA,melt barley,static chamber,88,1206,7/21/2008,11/9/2011,linear,NA
MTSIASRU,NTCB_80N,80,NA,Urea,2008,2011,NA,0.299,7/21/2008,11/9/2011,NA,melt barley,static chamber,88,1206,7/21/2008,11/9/2011,linear,NA
MTSIASRU,NTB-P_0N,NA,NA,NA,2008,2011,NA,0.312,7/21/2008,11/9/2011,NA,melt barley - pea,static chamber,88,1206,7/21/2008,11/9/2011,linear,NA
MTSIASRU,NTB-P_80N,80,NA,Urea,2008,2011,NA,0.378,7/21/2008,11/9/2011,NA,melt barley - pea,static chamber,88,1206,7/21/2008,11/9/2011,linear,NA
MTSIASRU,CTB-F_0N,NA,NA,NA,2008,2011,NA,0.327,7/21/2008,11/9/2011,NA,melt barley - fallow,static chamber,88,1206,7/21/2008,11/9/2011,linear,NA
MTSIASRU,CTB-F_80N,80,NA,Urea,2008,2011,NA,0.302,7/21/2008,11/9/2011,NA,melt barley - fallow,static chamber,88,1206,7/21/2008,11/9/2011,linear,NA
KYBGGHG,SuperU,168,NA,SuperU(46% N),2009,2009,NA,2.85,5/1/2009,9/22/2009,NA,corn,chamber,144,144,5/1/2009,9/22/2009,linear,NA
KYBGGHG,SuperU,168,NA,SuperU(46% N),2010,2010,NA,1.83,5/21/2010,9/23/2010,NA,corn,chamber,125,125,5/21/2010,9/23/2010,linear,NA
KYBGGHG,UAN,168,NA,liquid UAN(28% N),2009,2009,NA,3.94,5/1/2009,9/22/2009,NA,corn,chamber,144,144,5/1/2009,9/22/2009,linear,NA
KYBGGHG,UAN,168,NA,liquid UAN(28% N),2010,2010,NA,1.61,5/21/2010,9/23/2010,NA,corn,chamber,125,125,5/21/2010,9/23/2010,linear,NA
KYBGGHG,UAN+AgrotainPlus,168,NA,UAN+AgrotainPlus,2009,2009,NA,3.9,5/1/2009,9/22/2009,NA,corn,chamber,144,144,5/1/2009,9/22/2009,linear,NA
KYBGGHG,UAN+AgrotainPlus,168,NA,UAN+AgrotainPlus,2010,2010,NA,1.8,5/21/2010,9/23/2010,NA,corn,chamber,125,125,5/21/2010,9/23/2010,linear,NA
KYBGGHG,ESN,168,NA,ESN(44% N),2009,2009,NA,5.69,5/1/2009,9/22/2009,NA,corn,chamber,144,144,5/1/2009,9/22/2009,linear,NA
KYBGGHG,ESN,168,NA,ESN(44% N),2010,2010,NA,3.3,10/29/2010,9/23/2010,NA,corn,chamber,125,125,5/21/2010,9/23/2010,linear,NA
KYBGGHG,Urea,168,NA,dry granular urea (46% N),2009,2009,NA,3.31,5/1/2009,9/22/2009,NA,corn,chamber,144,144,5/1/2009,9/22/2009,linear,NA
KYBGGHG,Urea,168,NA,dry granular urea (46% N),2010,2010,NA,1.7,5/21/2010,9/23/2010,NA,corn,chamber,125,125,5/21/2010,9/23/2010,linear,NA
KYBGGHG,NH4NO3,168,NA,ammonium nitrate(34% N),2009,2009,NA,5.97,5/1/2009,9/22/2009,NA,corn,chamber,144,144,5/1/2009,9/22/2009,linear,NA
KYBGGHG,NH4NO3,168,NA,ammonium nitrate(34% N),2010,2010,NA,2.03,5/21/2010,9/23/2010,NA,corn,chamber,125,125,5/21/2010,9/23/2010,linear,NA
KYBGGHG,Poultry litter,168,NA,Poultry litter(3% N),2009,2009,NA,5.81,5/1/2009,9/22/2009,NA,corn,chamber,144,144,5/1/2009,9/22/2009,linear,NA
KYBGGHG,Poultry litter,168,NA,Poultry litter(3% N),2010,2010,NA,10.85,5/21/2010,9/23/2010,NA,corn,chamber,125,125,5/21/2010,9/23/2010,linear,NA
KYBGGHG,Poultry litter+AgrotainPlus,168,NA,Poultry little+AgrotainPlus,2009,2009,NA,6.6,5/1/2009,9/22/2009,NA,corn,chamber,144,144,5/1/2009,9/22/2009,linear,NA
KYBGGHG,Poultry litter+AgrotainPlus,168,NA,Poultry little+AgrotainPlus,2010,2010,NA,8.9,5/21/2010,9/23/2010,NA,corn,chamber,125,125,5/21/2010,9/23/2010,linear,NA
KYBGGHG,Control,NA,NA,NA,2009,2009,NA,1.33,5/1/2009,9/22/2009,NA,corn,chamber,144,144,5/1/2009,9/22/2009,linear,NA
KYBGGHG,Control,NA,NA,NA,2010,2010,NA,1.01,5/21/2010,9/23/2010,NA,corn,chamber,125,125,5/21/2010,9/23/2010,linear,NA
INWLTPAC,CT,193,NA,UAN/DAP,2004,2007,3.1,NA,NA,NA,NA,corn-soybean,chamber,NA,2030,4/6/2004,10/27/2009,linear,NA
INWLTPAC,NT,193,NA,UAN/DAP,2004,2007,2.66,NA,NA,NA,NA,corn-soybean,chamber,NA,2030,4/6/2004,10/27/2009,linear,NA
INWLTPAC,NT_cover crop,193,NA,UAN/DAP,2004,2007,3.24,NA,NA,NA,NA,corn-soybean,chamber,NA,2030,4/6/2004,10/27/2009,linear,NA
INWLTPAC,NT_split,168,NA,UAN,2004,2007,2.64,NA,NA,NA,NA,corn-soybean,chamber,NA,2030,4/6/2004,10/27/2009,linear,NA
INWLTPAC,PT,107,NA,UAN,2004,2007,1.92,NA,NA,NA,NA,corn-soybean,chamber,NA,2030,4/6/2004,10/27/2009,linear,NA
INWLTPAC,native grass,0,NA,NA,2004,2007,0.57,NA,NA,NA,NA,native grass,chamber,NA,2030,4/6/2004,10/27/2009,linear,NA
INWLTPAC,biomass_mow+till,135.5,NA,Urea,2004,2007,3.38,NA,NA,NA,NA,sorghum-sudangrass,chamber,NA,2030,4/6/2004,10/27/2009,linear,NA
INWLTPAC,biomass_remove2,135.5,NA,Urea,2004,2007,2.61,NA,NA,NA,NA,sorghum-sudangrass,chamber,NA,2030,4/6/2004,10/27/2009,linear,NA
INWLTPAC,biomass_mow2,135.5,NA,Urea,2004,2007,3,NA,NA,NA,NA,sorghum-sudangrass,chamber,NA,2030,4/6/2004,10/27/2009,linear,NA
MNRsmt,CC-AA,150,NA,anhydrous ammonia,2005,2007,NA,2.15,NA,NA,NA,Corn,static chamber,103,894,4/15/2005,9/26/2007,quadratic model,NA
MNRsmt,CC-IU,150,NA,Urea,2005,2007,NA,1.01,NA,NA,NA,Corn,static chamber,103,894,4/15/2005,9/26/2007,quadratic model,NA
MNRsmt,CS-AA,150,NA,anhydrous ammonia,2005,2007,NA,1.37,NA,NA,NA,"Corn, Soybean",static chamber,103,894,4/15/2005,9/26/2007,quadratic model,NA
MNRsmt,CS-IU,150,NA,Urea,2005,2007,NA,0.8,NA,NA,NA,"Corn, Soybean",static chamber,103,894,4/15/2005,9/26/2007,quadratic model,NA
MNRsmt,SC-AA,150,NA,anhydrous ammonia,2005,2007,NA,NA,NA,NA,NA,"Corn, Soybean",static chamber,73,894,4/15/2005,9/26/2007,NA,NA
MNRsmt,SC-IU,150,NA,Urea,2005,2007,NA,NA,NA,NA,NA,"Corn, Soybean",static chamber,73,894,4/15/2005,9/26/2007,NA,NA
IDKM,control,0,NA,NA,2013,2013,NA,0.21,5/20/2013,10/30/2013,NA,corn,chamber,NA,164,5/20/2013,10/30/2013,FORECAST function,NA
IDKM,urea,186,NA,granular urea,2013,2013,NA,0.59,5/20/2013,10/30/2013,NA,corn,chamber,NA,164,5/20/2013,10/30/2013,FORECAST function,NA
IDKM,SuperU,186,NA,SuperU,2013,2013,NA,0.28,5/20/2013,10/30/2013,NA,corn,chamber,NA,164,5/20/2013,10/30/2013,FORECAST function,NA
IDKM,compost+urea,168,NA,composted dairy manure and granular urea,2013,2013,NA,0.66,5/20/2013,10/30/2013,NA,corn,chamber,NA,164,5/20/2013,10/30/2013,FORECAST function,NA
IDKM,fall manure,NA,NA,dairy manure,2013,2013,NA,0.46,5/20/2013,10/30/2013,NA,corn,chamber,NA,164,5/20/2013,10/30/2013,FORECAST function,NA
IDKM,spring manure,570,NA,dairy manure,2013,2013,NA,0.54,5/20/2013,10/30/2013,NA,corn,chamber,NA,164,5/20/2013,10/30/2013,FORECAST function,NA
IDKM,control,NA,NA,NA,2014,2014,NA,0.4,3/5/2014,12/10/2014,NA,barley,chamber,NA,281,3/5/2014,12/10/2014,FORECAST function,NA
IDKM,urea,NA,NA,granular urea,2014,2014,NA,0.44,3/5/2014,12/10/2014,NA,barley,chamber,NA,281,3/5/2014,12/10/2014,FORECAST function,NA
IDKM,SuperU,NA,NA,SuperU,2014,2014,NA,0.43,3/5/2014,12/10/2014,NA,barley,chamber,NA,281,3/5/2014,12/10/2014,FORECAST function,NA
IDKM,compost+urea,350,NA,composted dairy manure and granular urea,2014,2014,NA,0.52,3/5/2014,12/10/2014,NA,barley,chamber,NA,281,3/5/2014,12/10/2014,FORECAST function,NA
IDKM,fall manure,1194,NA,dairy manure,2014,2014,NA,1.5,3/5/2014,12/10/2014,NA,barley,chamber,NA,281,3/5/2014,12/10/2014,FORECAST function,NA
IDKM,spring manure,NA,NA,dairy manure,2014,2014,NA,1.5,3/5/2014,12/10/2014,NA,barley,chamber,NA,281,3/5/2014,12/10/2014,FORECAST function,NA
IDKM,control,0,NA,NA,2015,2015,NA,0.36,1/8/2015,11/10/2015,NA,alfalfa,chamber,NA,307,1/8/2015,11/10/2015,FORECAST function,NA
IDKM,urea,67,NA,granular urea,2015,2015,NA,0.47,1/8/2015,11/10/2015,NA,alfalfa,chamber,NA,307,1/8/2015,11/10/2015,FORECAST function,NA
IDKM,SuperU,67,NA,SuperU,2015,2015,NA,0.48,1/8/2015,11/10/2015,NA,alfalfa,chamber,NA,307,1/8/2015,11/10/2015,FORECAST function,NA
IDKM,compost+urea,67,NA,composted dairy manure and granular urea,2015,2015,NA,0.55,1/8/2015,11/10/2015,NA,alfalfa,chamber,NA,307,1/8/2015,11/10/2015,FORECAST function,NA
IDKM,fall manure,NA,NA,dairy manure,2015,2015,NA,0.94,1/8/2015,11/10/2015,NA,alfalfa,chamber,NA,307,1/8/2015,11/10/2015,FORECAST function,NA
IDKM,spring manure,937,NA,dairy manure,2015,2015,NA,0.81,1/8/2015,11/10/2015,NA,alfalfa,chamber,NA,307,1/8/2015,11/10/2015,FORECAST function,NA
COFOARD1,N0,0,NA,NA,2003,2006,NA,0.2488,NA,NA,NA,corn,chamber,NA,NA,NA,NA,linear,NA
COFOARD1,N67,67,NA,Urea,2003,2006,NA,0.686,NA,NA,NA,corn,chamber,NA,NA,NA,NA,linear,NA
COFOARD1,N134,134,NA,Urea,2003,2006,NA,1.153,NA,NA,NA,corn,chamber,NA,NA,NA,NA,linear,NA
COFOARD1,N202,202,NA,Urea,2003,2006,NA,1.936,NA,NA,NA,corn,chamber,NA,NA,NA,NA,linear,NA
COFOARD4,Control,0,NA,NA,2012,2013,NA,0.511,3/20/2012,3/19/2013,NA,corn,static vented chamber,365,365,3/20/2012,3/19/2013,linear,"regression used, R2 < 0.9 thrown out,etc…"
COFOARD4,Control,0,NA,NA,2013,2014,NA,0.539,3/20/2013,3/19/2014,NA,corn,static vented chamber,365,365,3/20/2013,3/19/2014,linear,NA
COFOARD4,Control,0,NA,NA,2014,2015,NA,0.615,3/20/2014,3/19/2015,NA,corn,static vented chamber,365,365,3/20/2014,3/19/2015,linear,NA
COFOARD4,DM,412,NA,dairy manure,2012,2013,NA,1.026,3/20/2012,3/19/2013,NA,corn,static vented chamber,365,365,3/20/2012,3/19/2013,linear,NA
COFOARD4,DM,NA,NA,dairy manure,2013,2014,NA,1.039,3/20/2013,3/19/2014,NA,corn,static vented chamber,365,365,3/20/2013,3/19/2014,linear,NA
COFOARD4,DM,NA,NA,dairy manure,2014,2015,NA,0.844,3/20/2014,3/19/2015,NA,corn,static vented chamber,365,365,3/20/2014,3/19/2015,linear,NA
COFOARD4,DM+AP,412,NA,dairy manure plus AgrotainPlus,2012,2013,NA,1.011,3/20/2012,3/19/2013,NA,corn,static vented chamber,365,365,3/20/2012,3/19/2013,linear,NA
COFOARD4,DM+AP,NA,NA,dairy manure plus AgrotainPlus,2013,2014,NA,1.09,3/20/2013,3/19/2014,NA,corn,static vented chamber,365,365,3/20/2013,3/19/2014,linear,NA
COFOARD4,DM+AP,NA,NA,dairy manure plus AgrotainPlus,2014,2015,NA,0.839,3/20/2014,3/19/2015,NA,corn,static vented chamber,365,365,3/20/2014,3/19/2015,linear,NA
COFOARD4,SU,179,NA,SuperU,2012,2013,NA,0.839,3/20/2012,3/19/2013,NA,corn,static vented chamber,365,365,3/20/2012,3/19/2013,linear,NA
COFOARD4,SU,NA,NA,SuperU,2013,2014,NA,0.899,3/20/2013,3/19/2014,NA,corn,static vented chamber,365,365,3/20/2013,3/19/2014,linear,NA
COFOARD4,SU,NA,NA,SuperU,2014,2015,NA,0.86,3/20/2014,3/19/2015,NA,corn,static vented chamber,365,365,3/20/2014,3/19/2015,linear,NA
COFOARD4,Urea,179,NA,Urea,2012,2013,NA,1.261,3/20/2012,3/19/2013,NA,corn,static vented chamber,365,365,3/20/2012,3/19/2013,linear,NA
COFOARD4,Urea,NA,NA,Urea,2013,2014,NA,0.833,3/20/2013,3/19/2014,NA,corn,static vented chamber,365,365,3/20/2013,3/19/2014,linear,NA
COFOARD4,Urea,NA,NA,Urea,2014,2015,NA,0.899,3/20/2014,3/19/2015,NA,corn,static vented chamber,365,365,3/20/2014,3/19/2015,linear,NA
COFOARD3,Urea_st,202,NA,Urea,2009,2009,NA,1.698,5/5/2009,9/29/2009,NA,corn,static vented chamber,NA,321,5/5/2009,3/22/2010,linear interpolation,NA
COFOARD3,ESNssb_st,202,NA,ESN,2009,2009,NA,0.856,5/5/2009,9/29/2009,NA,corn,static vented chamber,NA,321,5/5/2009,3/22/2010,linear interpolation,NA
COFOARD3,ESN_st,202,NA,ESN,2009,2009,NA,0.716,5/5/2009,9/29/2009,NA,corn,static vented chamber,NA,321,5/5/2009,3/22/2010,linear interpolation,NA
COFOARD3,SuperU_st,202,NA,SuperU,2009,2009,NA,0.631,5/5/2009,9/29/2009,NA,corn,static vented chamber,NA,321,5/5/2009,3/22/2010,linear interpolation,NA
COFOARD3,UAN_st,202,NA,UAN,2009,2009,NA,0.765,5/5/2009,9/29/2009,NA,corn,static vented chamber,NA,321,5/5/2009,3/22/2010,linear interpolation,NA
COFOARD3,UANplusNf_st,202,NA,UAN,2009,2009,NA,0.468,5/5/2009,9/29/2009,NA,corn,static vented chamber,NA,321,5/5/2009,3/22/2010,linear interpolation,NA
COFOARD3,UANplusAgroT_st,202,NA,UAN,2009,2009,NA,0.352,5/5/2009,9/29/2009,NA,corn,static vented chamber,NA,321,5/5/2009,3/22/2010,linear interpolation,NA
COFOARD3,Blank,0,NA,NA,2009,2009,NA,0.136,5/5/2009,9/29/2009,NA,corn,static vented chamber,NA,321,5/5/2009,3/22/2010,linear interpolation,NA
COFOARD3,Check_st,0,NA,NA,2009,2009,NA,9.90E-02,5/5/2009,9/29/2009,NA,corn,static vented chamber,NA,321,5/5/2009,3/22/2010,linear interpolation,NA
COFOARD3,Urea_st,202,NA,Urea,2010,2010,NA,1.726,5/6/2010,9/29/2010,NA,corn,static vented chamber,NA,174,5/6/2010,10/27/2010,linear interpolation,NA
COFOARD3,ESNssb_st,202,NA,ESN,2010,2010,NA,1.439,5/6/2010,9/29/2010,NA,corn,static vented chamber,NA,174,5/6/2010,10/27/2010,linear interpolation,NA
COFOARD3,ESN_st,202,NA,ESN,2010,2010,NA,1.028,5/6/2010,9/29/2010,NA,corn,static vented chamber,NA,174,5/6/2010,10/27/2010,linear interpolation,NA
COFOARD3,SuperU_st,202,NA,SuperU,2010,2010,NA,0.972,5/6/2010,9/29/2010,NA,corn,static vented chamber,NA,174,5/6/2010,10/27/2010,linear interpolation,NA
COFOARD3,UAN_st,202,NA,UAN,2010,2010,NA,1.214,5/6/2010,9/29/2010,NA,corn,static vented chamber,NA,174,5/6/2010,10/27/2010,linear interpolation,NA
COFOARD3,UANplusNf_st,202,NA,UAN,2010,2010,NA,1.001,5/6/2010,9/29/2010,NA,corn,static vented chamber,NA,174,5/6/2010,10/27/2010,linear interpolation,NA
COFOARD3,UANplusAgroT_st,202,NA,UAN,2010,2010,NA,0.665,5/6/2010,9/29/2010,NA,corn,static vented chamber,NA,174,5/6/2010,10/27/2010,linear interpolation,NA
COFOARD3,Blank,0,NA,NA,2010,2010,NA,0.172,5/6/2010,9/29/2010,NA,corn,static vented chamber,NA,174,5/6/2010,10/27/2010,linear interpolation,NA
COFOARD3,Check_st,0,NA,NA,2010,2010,NA,0.123,5/6/2010,9/29/2010,NA,corn,static vented chamber,NA,174,5/6/2010,10/27/2010,linear interpolation,NA
CONUNRBS,NR-U,430,NA,Urine,2012,2013,NA,0.8,6/19/2012,6/18/2013,NA,C4 grass,static chamber,70,359,6/19/2012,6/13/2013,linear,NA
CONUNRBS,NR-F,940,NA,feces,2012,2013,NA,1.26,6/19/2012,6/18/2013,NA,C4 grass,static chamber,70,359,6/19/2012,6/13/2013,linear,NA
CONUNRBS,NR-Cw,0,NA,NA,2012,2013,NA,0.31,6/19/2012,6/18/2013,NA,C4 grass,static chamber,70,359,6/19/2012,6/13/2013,linear,NA
CONUNRBS,NR-Cb,0,NA,NA,2012,2013,NA,0.33,6/19/2012,6/18/2013,NA,C4 grass,static chamber,70,359,6/19/2012,6/13/2013,linear,NA
